rank,finalWorth,category,personName,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,cpi_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age as of 1 Jan 2023
99,17100,Media & Entertainment,Rupert Murdoch & family,United States,"Washington, D.C.","Newspapers, TV network",Media & Entertainment,United States,False,D,M,1931-03-11 00:00:00,Murdoch,Rupert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,92
100,16700,Finance & Investments,Vicky Safra & family,Switzerland,Brasília,Banking,Finance & Investments,Brazil,False,U,F,1953-01-01 00:00:00,Safra,Vicky,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,70
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",Germany,Berlin,"Aldi, Trader Joe's",Fashion & Retail,Germany,False,D,M,1951-01-01 00:00:00,Albrecht,Theo,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,72
101,16500,Finance & Investments,Renata Kellnerova & family,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,False,D,F,1967-07-04 00:00:00,Kellnerova,Renata,4/4/2023 5:01,116.48,290924000000.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,56
103,16300,Healthcare,Li Xiting,China,Singapore,medical devices,Healthcare,Singapore,True,D,M,1951-01-01 00:00:00,Li,Xiting,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,72
104,16200,Fashion & Retail,Stefan Persson,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,M,1947-10-04 00:00:00,Persson,Stefan,4/4/2023 5:01,110.51,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,76
104,16200,Technology,Eric Schmidt,United States,"Washington, D.C.",Google,Technology,United States,True,D,M,1955-04-27 00:00:00,Schmidt,Eric,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,68
106,16000,Finance & Investments,Michael Platt,Switzerland,London,Hedge funds,Finance & Investments,United Kingdom,True,U,M,1968-03-18 00:00:00,Platt,Michael,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,55
107,15900,Food & Beverage,Pang Kang,China,Beijing,Soy sauce,Food & Beverage,China,True,D,M,1956-01-19 00:00:00,Pang,Kang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,67
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,Germany,Berlin,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,M,1948-04-20 00:00:00,Albrecht Jr.,Karl,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,75
108,15800,Fashion & Retail,Beate Heister,Germany,Berlin,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,F,1951-10-05 00:00:00,Heister,Beate,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,72
108,15800,Food & Beverage,Jorge Paulo Lemann & family,Switzerland,Brasília,Beer,Food & Beverage,Brazil,True,U,M,1939-08-26 00:00:00,Lemann,Jorge Paulo,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,84
108,15800,Real Estate,Peter Woo,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,1946-09-05 00:00:00,Woo,Peter,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,77
112,15600,Healthcare,Dilip Shanghvi,India,New Delhi,Pharmaceuticals,Healthcare,India,True,E,M,1955-10-01 00:00:00,Shanghvi,Dilip,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,68
113,15500,Technology,Robert Pera,United States,"Washington, D.C.",Wireless networking,Technology,United States,True,U,M,1978-03-10 00:00:00,Pera,Robert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,45
114,15300,Fashion & Retail,Radhakishan Damani,India,New Delhi,"Retail, investments",Fashion & Retail,India,True,D,M,1955-01-01 00:00:00,Damani,Radhakishan,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,68
115,15200,Automotive,Huang Shilin,China,Beijing,Batteries,Automotive,China,True,D,M,1967-01-01 00:00:00,Huang,Shilin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
116,14900,Diversified,Dhanin Chearavanont,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,1939-04-19 00:00:00,Chearavanont,Dhanin,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,84
116,14900,Fashion & Retail,David Green & family,United States,"Washington, D.C.",Retail,Fashion & Retail,United States,True,U,M,1941-11-13 00:00:00,Green,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,U,M,1944-05-02 00:00:00,Sirivadhanabhakdi,Charoen,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,79
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,United Kingdom,Amsterdam,Heineken,Food & Beverage,Netherlands,False,D,F,1954-06-30 00:00:00,de Carvalho-Heineken,Charlene,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,69
120,14600,Healthcare,Xu Hang,China,Hong Kong,Medical devices,Healthcare,Hong Kong,True,D,M,1962-05-22 00:00:00,Xu,Hang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
121,14500,Automotive,Wei Jianjun & family,China,Beijing,Automobiles,Automotive,China,True,D,M,1964-03-01 00:00:00,Wei,Jianjun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
122,14400,Metals & Mining,Alisher Usmanov,Uzbekistan,Moscow,"Steel, telecom, investments",Metals & Mining,Russia,True,U,M,1953-09-09 00:00:00,Usmanov,Alisher,4/4/2023 5:01,307.79,57921286440.0,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262,70
123,14300,Manufacturing,Goh Cheng Liang,Singapore,Singapore,Paints,Manufacturing,Singapore,True,U,M,1927-06-27 00:00:00,Goh,Cheng Liang,4/4/2023 5:01,114.41,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,96
124,14200,Diversified,Kumar Birla,India,New Delhi,Commodities,Diversified,India,False,D,M,1967-06-14 00:00:00,Birla,Kumar,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,56
124,14200,Manufacturing,Aliko Dangote,Nigeria,Abuja,"Cement, sugar",Manufacturing,Nigeria,True,U,M,1957-04-10 00:00:00,Dangote,Aliko,4/4/2023 5:01,267.51,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,66
126,14100,Real Estate,Kwong Siu-hing,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,F,1929-12-02 00:00:00,Kwong,Siu-hing,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,94
127,14000,Diversified,Idan Ofer,United Kingdom,Jerusalem,Shipping,Diversified,Israel,False,U,M,1955-10-02 00:00:00,Ofer,Idan,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,68
128,13900,Healthcare,Chen Bang,China,Beijing,Hospitals,Healthcare,China,True,U,M,1965-09-01 00:00:00,Chen,Bang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
128,13900,Gambling & Casinos,Lui Che Woo,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,M,1929-04-01 00:00:00,Lui,Che Woo,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,94
130,13700,Logistics,John Fredriksen,United Kingdom,Nicosia,Shipping,Logistics,Cyprus,True,U,M,1945-02-01 00:00:00,Fredriksen,John,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,78
130,13700,Construction & Engineering,Diane Hendricks,United States,"Washington, D.C.",Building supplies,Construction & Engineering,United States,True,U,F,1947-03-02 00:00:00,Hendricks,Diane,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
130,13700,Technology,Jan Koum,United States,"Washington, D.C.",WhatsApp,Technology,United States,True,U,M,1976-02-24 00:00:00,Koum,Jan,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,47
133,13300,Sports,Jerry Jones,United States,"Washington, D.C.",Dallas Cowboys,Sports,United States,True,U,M,1942-10-13 00:00:00,Jones,Jerry,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81
133,13300,Energy,George Kaiser,United States,"Washington, D.C.","Oil & gas, banking",Energy,United States,False,U,M,1942-07-29 00:00:00,Kaiser,George,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,81
133,13300,Real Estate,Joseph Lau,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,1951-07-21 00:00:00,Lau,Joseph,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,72
136,13200,Automotive,Lu Xiangyang,China,Beijing,"Automobiles, batteries",Automotive,China,True,D,M,1962-12-28 00:00:00,Lu,Xiangyang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
137,13100,Real Estate,Harry Triguboff,Australia,Canberra,Real estate,Real Estate,Australia,True,U,M,1933-03-03 00:00:00,Triguboff,Harry,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,90
138,12900,Finance & Investments,Uday Kotak,India,New Delhi,Banking,Finance & Investments,India,True,D,M,1959-03-15 00:00:00,Kotak,Uday,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,64
138,12900,Sports,Stanley Kroenke,United States,"Washington, D.C.","Sports, real estate",Sports,United States,True,U,M,1947-07-29 00:00:00,Kroenke,Stanley,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
140,12600,Energy,Mikhail Fridman,United Kingdom,Moscow,"Oil, banking, telecom",Energy,Russia,True,U,M,1964-04-21 00:00:00,Fridman,Mikhail,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,59
141,12300,Energy,Sarath Ratanavadi,Thailand,Bangkok,Energy,Energy,Thailand,True,U,M,1965-07-12 00:00:00,Ratanavadi,Sarath,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,58
142,12200,Metals & Mining,Dang Yanbao,China,Beijing,Coal,Metals & Mining,China,True,D,M,1973-02-01 00:00:00,Dang,Yanbao,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,50
142,12200,Healthcare,Jiang Rensheng & family,China,Beijing,Vaccines,Healthcare,China,True,D,M,1953-10-08 00:00:00,Jiang,Rensheng,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,70
144,12100,Automotive,Shahid Khan,United States,"Washington, D.C.",Auto parts,Automotive,United States,True,U,M,1950-07-18 00:00:00,Khan,Shahid,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,73
145,12000,Technology,Laurene Powell Jobs & family,United States,"Washington, D.C.","Apple, Disney",Technology,United States,False,D,F,1963-11-06 00:00:00,Powell Jobs,Laurene,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60
146,11800,Diversified,Robert Kuok,Hong Kong,Kuala Lumpur,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,1923-10-06 00:00:00,Kuok,Robert,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,100
147,11600,Real Estate,Stephen Ross,United States,"Washington, D.C.",Real estate,Real Estate,United States,True,U,M,1940-05-10 00:00:00,Ross,Stephen,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
148,11500,Technology,Pavel Durov,United Arab Emirates,Abu Dhabi,Messaging app,Technology,United Arab Emirates,True,D,M,1984-10-10 00:00:00,Durov,Pavel,4/4/2023 5:01,114.52,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,39
148,11500,Healthcare,Andreas Struengmann & family,Germany,Berlin,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,Struengmann,Andreas,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,73
148,11500,Healthcare,Thomas Struengmann & family,Germany,Berlin,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,Struengmann,Thomas,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,73
151,11400,Food & Beverage,Liu Hanyuan,China,Beijing,Agribusiness,Food & Beverage,China,True,D,M,1964-01-01 00:00:00,Liu,Hanyuan,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
151,11400,Fashion & Retail,Michael Rubin,United States,"Washington, D.C.",Online retail,Fashion & Retail,United States,True,U,M,1972-07-21 00:00:00,Rubin,Michael,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,51
153,11300,Finance & Investments,Israel Englander,United States,"Washington, D.C.",Hedge funds,Finance & Investments,United States,True,D,M,1948-09-30 00:00:00,Englander,Israel,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,75
153,11300,Manufacturing,Viatcheslav Kantor,Israel,Moscow,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,1953-09-08 00:00:00,Kantor,Viatcheslav,4/4/2023 5:01,108.15,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,70
153,11300,Manufacturing,Anthony Pratt,Australia,Canberra,Manufacturing,Manufacturing,Australia,False,D,M,1960-04-11 00:00:00,Pratt,Anthony,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,63
153,11300,Finance & Investments,Mikhail Prokhorov,Switzerland,Moscow,Investments,Finance & Investments,Russia,True,U,M,1965-05-03 00:00:00,Prokhorov,Mikhail,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,58
157,11100,Fashion & Retail,Giorgio Armani,Italy,Rome,Luxury goods,Fashion & Retail,Italy,True,U,M,1934-07-11 00:00:00,Armani,Giorgio,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,89
157,11100,Fashion & Retail,Johann Rupert & family,South Africa,Pretoria,Luxury goods,Fashion & Retail,South Africa,False,U,M,1950-06-01 00:00:00,Rupert,Johann,4/4/2023 5:01,158.93,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,73
159,11000,Finance & Investments,Gong Hongjia & family,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,1965-01-01 00:00:00,Gong,Hongjia,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,58
159,11000,Technology,Zhang Zhidong,China,Beijing,Internet media,Technology,China,True,D,M,1972-01-01 00:00:00,Zhang,Zhidong,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,51
161,10900,Finance & Investments,Philip Anschutz,United States,"Washington, D.C.","Energy, sports, entertainment",Finance & Investments,United States,False,E,M,1939-12-28 00:00:00,Anschutz,Philip,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,84
161,10900,Fashion & Retail,Judy Love & family,United States,"Washington, D.C.",Gas stations,Fashion & Retail,United States,True,U,F,1937-06-17 00:00:00,Love,Judy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,86
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,D,M,1955-10-19 00:00:00,Salinas Pliego,Ricardo,4/4/2023 5:01,141.54,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,68
164,10700,Media & Entertainment,Donald Newhouse,United States,"Washington, D.C.",Media,Media & Entertainment,United States,False,D,M,1929-08-05 00:00:00,Newhouse,Donald,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,94
165,10600,Sports,Robert Kraft,United States,"Washington, D.C.","Manufacturing, New England Patriots",Sports,United States,True,U,M,1941-06-05 00:00:00,Kraft,Robert,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,82
165,10600,Food & Beverage,Marcel Herrmann Telles,Brazil,Brasília,Beer,Food & Beverage,Brazil,True,U,M,1950-01-01 00:00:00,Telles,Marcel Herrmann,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,73
167,10500,Finance & Investments,Suleiman Kerimov & family,Russia,Moscow,Gold,Finance & Investments,Russia,True,U,M,1966-03-12 00:00:00,Kerimov & family,Suleiman,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,57
167,10500,Fashion & Retail,Sky Xu,China,Beijing,E-commerce,Fashion & Retail,China,True,U,M,1984-01-01 00:00:00,Xu,Sky,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,39
167,10500,Finance & Investments,Changpeng Zhao,United Arab Emirates,Ottawa,Cryptocurrency exchange,Finance & Investments,Canada,True,D,M,1977-09-10 00:00:00,Zhao,Changpeng,4/4/2023 5:01,114.52,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,46
170,10300,Finance & Investments,Andrew Beal,United States,"Washington, D.C.","Banks, real estate",Finance & Investments,United States,True,U,M,1952-11-29 00:00:00,Beal,Andrew,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,71
171,10200,Technology,Mike Cannon-Brookes,Australia,Canberra,Software,Technology,Australia,True,D,M,1979-11-17 00:00:00,Cannon-Brookes,Mike,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,44
171,10200,Healthcare,Carl Cook,United States,"Washington, D.C.",Medical devices,Healthcare,United States,False,D,M,1962-08-19 00:00:00,Cook,Carl,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,61
171,10200,Technology,David Duffield,United States,"Washington, D.C.",Business software,Technology,United States,True,D,M,1940-09-21 00:00:00,Duffield,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
171,10200,Energy,Jeffery Hildebrand,United States,"Washington, D.C.",Oil,Energy,United States,True,U,M,1959-03-05 00:00:00,Hildebrand,Jeffery,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,64
171,10200,Manufacturing,Viktor Rashnikov,Russia,Moscow,Steel,Manufacturing,Russia,True,U,M,1948-10-13 00:00:00,Rashnikov,Viktor,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,75
171,10200,Technology,Eduardo Saverin,Singapore,Brasília,Facebook,Technology,Brazil,True,D,M,1982-03-19 00:00:00,Saverin,Eduardo,4/4/2023 5:01,114.41,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,41
171,10200,Automotive,Georg Schaeffler,Germany,Berlin,Auto parts,Automotive,Germany,False,U,M,1964-10-19 00:00:00,Schaeffler,Georg,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,59
171,10200,Fashion & Retail,Christy Walton,United States,"Washington, D.C.",Walmart,Fashion & Retail,United States,False,U,F,1949-02-08 00:00:00,Walton,Christy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74
179,10100,Technology,Scott Farquhar,Australia,Canberra,Software,Technology,Australia,True,D,M,1979-12-17 00:00:00,Farquhar,Scott,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,44
179,10100,Diversified,Quek Leng Chan,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,False,D,M,1941-08-12 00:00:00,Quek,Leng Chan,4/4/2023 5:01,121.46,406306000000.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766,82
179,10100,Real Estate,Wu Yajun,China,Beijing,Real estate,Real Estate,China,True,D,F,1964-01-01 00:00:00,Wu,Yajun,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
182,10000,Energy,Autry Stephens,United States,"Washington, D.C.",Oil,Energy,United States,True,U,M,1938-03-08 00:00:00,Stephens,Autry,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,85
183,9900,Service,Liu Yongxing,China,Beijing,Diversified,Service,China,True,D,M,1948-06-01 00:00:00,Liu,Yongxing,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,75
184,9800,Diversified,Vinod Adani,United Arab Emirates,Nicosia,"Infrastructure, commodities",Diversified,Cyprus,True,Split Family Fortune,M,1949-01-10 00:00:00,Adani,Vinod,4/4/2023 5:01,114.52,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,74
